f,memory,mobility_rate,prediction,error,mean,variance,fail rate,r^2
0.4,9.0,0.05,,,86.18,1300.7220408163266,0.0,
0.5,9.0,0.05,,,47.26,1297.9514285714286,0.0,
0.6,9.0,0.05,,,23.06,242.09836734693877,0.0,
0.7,9.0,0.05,,,10.34,74.26979591836735,0.0,
0.8,9.0,0.05,,,6.8,25.632653061224488,0.0,
0.9,9.0,0.05,,,4.06,11.159591836734695,0.0,
0.1,9.0,0.1,1234.869426,364.5394263,870.33,6957.75,82.0,
0.2,9.0,0.1,308.7173566,32.25735657,276.46,4115.4,0.0,
0.3,9.0,0.1,137.207714,34.06771403,103.14,1245.8,0.0,
0.4,9.0,0.1,77.17933914,26.33933914,50.84,428.42,0.0,
0.5,9.0,0.1,49.39477705,25.41477705,23.98,82.18,0.0,
0.6,9.0,0.1,34.30192851,17.68192851,16.62,105.06,0.0,
0.7,9.0,0.1,25.20141686,15.44141686,9.76,47.66,0.0,
0.8,9.0,0.1,19.29483479,14.15483479,5.14,17.39,0.0,
0.9,9.0,0.1,15.24530156,11.62530156,3.62,7.51,0.0,
0.1,9.0,0.2,873.1845452,83.63454521,789.55,12993.01,24.0,
0.2,9.0,0.2,218.2961363,26.9761363,191.32,2562.96,0.0,
0.3,9.0,0.2,97.02050502,32.98050502,64.04,444.53,0.0,
0.4,9.0,0.2,54.57403408,22.69403408,31.88,175.13,0.0,
0.5,9.0,0.2,34.92738181,14.80738181,20.12,83.29,0.0,
0.6,9.0,0.2,24.25512626,12.75512626,11.5,21.07,0.0,
0.7,9.0,0.2,17.82009276,10.86009276,6.96,15.63,0.0,
0.8,9.0,0.2,13.64350852,8.843508519,4.8,9.14,0.0,
0.9,9.0,0.2,10.78005611,7.900056114,2.88,1.62,0.0,
0.1,9.0,0.3,712.9521957,-21.06780431,734.02,23740.48,10.0,
0.2,9.0,0.3,178.2380489,-0.6419510785,178.88,2185.86,0.0,
0.3,9.0,0.3,79.21691063,21.01691063,58.2,412.61,0.0,
0.4,9.0,0.3,44.55951223,16.39951223,28.16,166.1,0.0,
0.5,9.0,0.3,28.51808783,11.73808783,16.78,68.09,0.0,
0.6,9.0,0.3,19.80422766,9.984227658,9.82,17.01,0.0,
0.7,9.0,0.3,14.55004481,8.73004481,5.82,8.6,0.0,
0.8,9.0,0.3,11.13987806,6.699878058,4.44,13.15,0.0,
0.9,9.0,0.3,8.801878959,5.741878959,3.06,1.65,0.0,
0.1,9.0,0.4,617.4347131,-163.4252869,780.86,19811.83,30.0,
0.2,9.0,0.4,154.3586783,-6.301321713,160.66,1662.96,0.0,
0.3,9.0,0.4,68.60385702,17.42385702,51.18,198.03,0.0,
0.4,9.0,0.4,38.58966957,12.76966957,25.82,53.82,0.0,
0.5,9.0,0.4,24.69738853,10.63738853,14.06,23.0,0.0,
0.6,9.0,0.4,17.15096425,8.990964254,8.16,18.91,0.0,
0.7,9.0,0.4,12.60070843,7.120708432,5.48,11.15,0.0,
0.8,9.0,0.4,9.647417393,5.767417393,3.88,4.27,0.0,
0.9,9.0,0.4,7.62265078,4.80265078,2.82,1.17,0.0,
0.1,9.0,0.5,552.2503961,-286.7896039,839.04,9170.82,52.0,
0.2,9.0,0.5,138.062599,-23.13740097,161.2,2234.49,0.0,
0.3,9.0,0.5,61.36115512,12.38115512,48.98,251.69,0.0,
0.4,9.0,0.5,34.51564976,10.63564976,23.88,55.05,0.0,
0.5,9.0,0.5,22.09001584,8.730015844,13.36,19.79,0.0,
0.6,9.0,0.5,15.34028878,6.920288781,8.42,15.76,0.0,
0.7,9.0,0.5,11.27041625,6.910416247,4.36,4.44,0.0,
0.8,9.0,0.5,8.628912439,4.928912439,3.7,4.13,0.0,
0.9,9.0,0.5,6.817906125,4.237906125,2.58,0.82,0.0,
0.1,9.0,0.6,504.1333322,-295.0366678,799.17,19657.1,52.0,
0.2,9.0,0.6,126.0333331,-33.44666694,159.48,1750.09,0.0,
0.3,9.0,0.6,56.01481469,8.194814692,47.82,267.05,0.0,
0.4,9.0,0.6,31.50833326,9.208333264,22.3,59.56,0.0,
0.5,9.0,0.6,20.16533329,8.585333289,11.58,15.43,0.0,
0.6,9.0,0.6,14.00370367,6.223703673,7.78,21.23,0.0,
0.7,9.0,0.6,10.28843535,5.268435352,5.02,8.02,0.0,
0.8,9.0,0.6,7.877083316,4.137083316,3.74,1.79,0.0,
0.9,9.0,0.6,6.223868299,3.243868299,2.98,1.9,0.0,
0.1,9.0,0.7,466.7367719,-290.2132281,756.95,15676.68,60.0,
0.2,9.0,0.7,116.684193,-47.11580701,163.8,1790.41,0.0,
0.3,9.0,0.7,51.85964133,7.859641327,44.0,130.65,0.0,
0.4,9.0,0.7,29.17104825,9.051048247,20.12,24.03,0.0,
0.5,9.0,0.7,18.66947088,7.509470878,11.16,17.93,0.0,
0.6,9.0,0.7,12.96491033,5.804910332,7.16,8.18,0.0,
0.7,9.0,0.7,9.525240244,5.285240244,4.24,4.88,0.0,
0.8,9.0,0.7,7.292762062,4.072762062,3.22,1.77,0.0,
0.9,9.0,0.7,5.76218237,2.94218237,2.82,1.82,0.0,
0.1,9.0,0.8,436.5922726,-386.5077274,823.1,23033.43,80.0,
0.2,9.0,0.8,109.1480682,-46.31193185,155.46,1444.38,0.0,
0.3,9.0,0.8,48.51025251,2.150252512,46.36,143.46,0.0,
0.4,9.0,0.8,27.28701704,7.547017038,19.74,32.93,0.0,
0.5,9.0,0.8,17.4636909,6.743690904,10.72,23.27,0.0,
0.6,9.0,0.8,12.12756313,4.827563128,7.3,10.5,0.0,
0.7,9.0,0.8,8.91004638,4.29004638,4.62,4.0,0.0,
0.8,9.0,0.8,6.821754259,3.801754259,3.02,1.33,0.0,
